藏经馆社区居委会, 雍和宫戏楼胡同, 政府机构及社会团体;政府机关;乡镇以下级政府及事业单位, 116.412024,39.944822, 116.418264,39.946222, 116.424682,39.952419
中藏医药研究院, 夕照寺大街绿景苑甲1号1楼, 医疗保健服务;医疗保健服务场所;医疗保健服务场所, 116.431887,39.887665, 116.438090,39.889040, 116.444649,39.894900
天府永藏系列展, 景山前街4号故宫博物院附近, 风景名胜;风景名胜;风景名胜, 116.389583,39.916527, 116.395827,39.917930, 116.402195,39.924266
俏!美甲·典藏·佛牌, 新中东街3, 生活服务;美容美发店;美容美发店, 116.436621,39.935265, 116.442820,39.936634, 116.449377,39.942411
北京市民政局藏经馆管委会, 藏经馆胡同15号藏经馆胡同小区, 政府机构及社会团体;政府机关;省直辖市级政府及事业单位, 116.411999,39.946288, 116.418240,39.947688, 116.424659,39.953886
贡院收藏会所, 东总布胡同, 购物服务;专卖店;古玩字画店, 116.424120,39.910763, 116.430340,39.912150, 116.436831,39.918140
阿妈啦藏饰, 帽儿胡同3, 购物服务;专卖店;珠宝首饰工艺品, 116.396612,39.934954, 116.402859,39.936359, 116.409223,39.942698
御玺堂藏式SPA足疗养生会所(王府井店), 帅府园胡同8号甲, 生活服务;洗浴推拿场所;洗浴推拿场所, 116.407405,39.910516, 116.413645,39.911917, 116.420043,39.918177
藏经馆胡同7号楼, 藏经馆路11号雍和宫写字楼A附近, 商务住宅;住宅区;住宅区, 116.413078,39.946799, 116.419318,39.948198, 116.425743,39.954380
Tattoo Family 纹身 刺青西藏主题风格店, 南锣鼓巷前圆恩寺胡同11号(近交道口南大街), 体育休闲服务;娱乐场所;酒吧, 116.400523,39.936485, 116.406770,39.937890, 116.413140,39.944212
藏经馆胡同小区, 藏经馆胡同15, 商务住宅;住宅区;住宅小区, 116.411745,39.946357, 116.417986,39.947757, 116.424404,39.953959
秋收冬藏, 东四十条22号南新仓古仓群A14室东四十条桥西南侧, 餐饮服务;餐饮相关场所;餐饮相关, 116.425283,39.930108, 116.431504,39.931494, 116.437995,39.937460
一品典藏, 东四十条南新仓商务大厦A座10楼1003室, 购物服务;专卖店;珠宝首饰工艺品, 116.424397,39.931523, 116.430620,39.932910, 116.437105,39.938892
得意典藏, 东直门北小街2号楼201室(中国文物报社二层), 购物服务;购物相关场所;购物相关场所, 116.419839,39.947568, 116.426071,39.948961, 116.432536,39.955029
戏楼胡同与藏经馆胡同交叉口, 东城区, 地名地址信息;交通地名;路口名, 116.412909,39.944029, 116.419148,39.945428, 116.425570,39.951611
炮局头条与藏经馆胡同交叉口, 东城区, 地名地址信息;交通地名;路口名, 116.414333,39.946698, 116.420571,39.948096, 116.427003,39.954258
藏经馆胡同与青龙胡同交叉口, 东城区, 地名地址信息;交通地名;路口名, 116.414333,39.946698, 116.420571,39.948096, 116.427003,39.954258
藏经馆胡同23号楼, 藏经馆胡同19附近, 商务住宅;住宅区;住宅区, 116.412644,39.945726, 116.418884,39.947126, 116.425306,39.953314
方铭大圆满华藏阁, 戏楼胡同8附近, 购物服务;专卖店;专营店, 116.411675,39.943736, 116.417916,39.945136, 116.424332,39.951338
藏经馆胡同小区(东二门), 藏经馆胡同19, 商务住宅;住宅区;住宅小区, 116.412776,39.945766, 116.419016,39.947166, 116.425439,39.953352
藏经馆胡同小区(东三门), 藏经馆胡同25, 商务住宅;住宅区;住宅小区, 116.412776,39.945618, 116.419016,39.947018, 116.425439,39.953204
安定门东大街与藏经馆胡同交叉口, 东城区, 地名地址信息;交通地名;路口名, 116.412396,39.947786, 116.418636,39.949186, 116.425059,39.955378
有韵典藏(工美大厦), 王府井大街200号F3层, 生活服务;生活服务场所;生活服务场所, 116.405565,39.909561, 116.411806,39.910963, 116.418198,39.917244
和玉典藏(工美大厦), 王府井大街200号F4层, 购物服务;专卖店;珠宝首饰工艺品, 116.405955,39.909574, 116.412196,39.910976, 116.418590,39.917253
藏经馆胡同15号院, 东城 交道口藏经馆胡同15号院, 商务住宅;住宅区;住宅小区, 116.412243,39.946281, 116.418483,39.947681, 116.424904,39.953875
藏经馆胡同小区(东一门), 藏经馆胡同15, 商务住宅;住宅区;住宅小区, 116.412170,39.946359, 116.418411,39.947759, 116.424831,39.953954
鉴藏家红酒轩(金宝汇), 金宝街88号B1层B103, 购物服务;专卖店;烟酒专卖店, 116.415035,39.913660, 116.421268,39.915057, 116.427702,39.921207
巴扎童嘎藏饰手工专卖, 东直门外大街, 购物服务;专卖店;专营店, 116.432960,39.939490, 116.439167,39.940866, 116.445706,39.946699
德泉艺藏文化有限公司, 东直门外大街46号天恒大厦6楼608室(近东方银座), 公司企业;公司企业;公司企业, 116.430665,39.938721, 116.436877,39.940100, 116.443403,39.945971
天堂眼藏族饰品店, 雍和宫大街40-2号, 购物服务;专卖店;珠宝首饰工艺品, 116.410498,39.942889, 116.416740,39.944290, 116.423149,39.950509
开元藏宝礼品商行, 西革新里60号盛购文体中心3-523, 公司企业;公司企业;公司企业, 116.388533,39.864139, 116.394770,39.865540, 116.401173,39.871882
北京还艺藏瀚文化发展有限公司, 东直门工人体育场北路工人体育馆, 公司企业;公司;公司, 116.435493,39.929741, 116.441694,39.931112, 116.448244,39.936905
祈年文化百姓藏宝馆, 东打磨厂街5附近, 购物服务;特殊买卖场所;拍卖行, 116.408332,39.898466, 116.414570,39.899866, 116.420984,39.906118
藏经馆社区法律服务工作站, 戏楼一巷附近, 生活服务;事务所;律师事务所, 116.412031,39.944825, 116.418271,39.946225, 116.424689,39.952422
藏之旅旅行社有限公司, 建国门北大街5号1109室, 生活服务;生活服务场所;生活服务场所, 116.427965,39.912542, 116.434179,39.913924, 116.440692,39.919844
扎西德勒藏文化(王府井店), 东堂子胡同4号, 购物服务;购物相关场所;购物相关场所, 116.419886,39.912780, 116.426113,39.914172, 116.432576,39.920238
念青拉资藏饰手工艺品店, 北池子大街(近故宫东门), 生活服务;生活服务场所;生活服务场所, 116.396555,39.918379, 116.402800,39.919784, 116.409165,39.926124
盛宴墨脱川藏特色石头火锅, 郎家胡同7附近, 餐饮服务;中餐厅;火锅店, 116.395920,39.945794, 116.402169,39.947200, 116.408538,39.953543
可可西里藏牦牛肉干北京直销点, 东四北大街318, 购物服务;购物相关场所;购物相关场所, 116.411261,39.928415, 116.417500,39.929815, 116.423908,39.936021
停车场(藏经馆胡同), 藏经馆胡同25号附近, 交通设施服务;停车场;路边停车场, 116.413036,39.944864, 116.419275,39.946263, 116.425699,39.952445
新磁器(世藏168), 崇文磁器口路口向东300米路北, 商务住宅;住宅区;住宅小区, 116.420562,39.893099, 116.426786,39.894489, 116.433271,39.900549
修道堂(国子监如意珍藏展览馆), 国子监街15附近, 风景名胜;风景名胜相关;旅游景点, 116.406629,39.945698, 116.412874,39.947101, 116.419269,39.953370
公共厕所, 藏经管路11号雍和大厦(南一门)附近, 公共设施;公共厕所;公共厕所, 116.416031,39.946667, 116.422267,39.948064, 116.428709,39.954198
TattooFamily刺青之家(北京藏主题店), 前圆恩寺胡同11号(近交道口南大街 鼓楼东大街), 生活服务;生活服务场所;生活服务场所, 116.399351,39.936558, 116.405598,39.937963, 116.411966,39.944291
Chi restaurant, 五道营胡同67号(近藏红花餐厅), 餐饮服务;外国餐厅;西餐厅(综合风味), 116.405614,39.947206, 116.411860,39.948610, 116.418252,39.954890
雍和大厦(南一门), 藏经管路11号, 商务住宅;楼宇;商务写字楼, 116.415478,39.946794, 116.421715,39.948191, 116.428154,39.954334
CHI餐厅, 五道营胡同67号(近藏红花西餐厅), 体育休闲服务;娱乐场所;酒吧, 116.405702,39.947145, 116.411948,39.948549, 116.418340,39.954828
王诚体操跳水俱乐部, 安定门外大街168号, 体育休闲服务;运动场馆;运动场所, 116.403638,39.952938, 116.409886,39.954343, 116.416276,39.960645
北京市崇文技术交流站电工操作证上岗证等级工考试, 幸福大街44号崇文工人文化宫院内(天坛饭店斜对面), 科教文化服务;培训机构;培训机构, 116.425506,39.884525, 116.431721,39.885909, 116.438244,39.891882
北京民族健身操舞大赛组委会, 和平里西街79号糖果大楼, 政府机构及社会团体;社会团体;社会团体相关, 116.409366,39.949196, 116.415609,39.950598, 116.422018,39.956834
The VEGGIE TABLE, 雍和宫五道营胡同甲19号(近雍和宫地铁站), 餐饮服务;中餐厅;中式素菜馆, 116.408516,39.947198, 116.414760,39.948600, 116.421164,39.954846
西石槽胡同, 东城区, 地名地址信息;交通地名;道路名, 116.414344,39.915290, 116.420578,39.916687, 116.427007,39.922847
东石槽胡同, 东城区, 地名地址信息;地名地址信息;地名地址信息, 116.415467,39.914864, 116.421700,39.916260, 116.428135,39.922402
西河槽胡同, 东城区, 地名地址信息;地名地址信息;地名地址信息, 116.418504,39.890668, 116.424730,39.892060, 116.431205,39.898158
老曹菜馆, 沙滩后街8-2, 餐饮服务;中餐厅;北京菜, 116.396638,39.924010, 116.402884,39.925415, 116.409247,39.931754
曹强玩具商行, 百荣世贸商城二期4层4030, 购物服务;专卖店;儿童用品店, 116.391879,39.859677, 116.398117,39.861078, 116.404515,39.867431
曹师傅卤煮老店, 东直门内大街10号楼10号, 餐饮服务;中餐厅;中餐厅, 116.422448,39.939354, 116.428675,39.940744, 116.435151,39.946763
杨曹韵高级手工定制旗袍, 灯市口大街100号华翔商务楼302室(近天伦王朝饭店), 购物服务;服装鞋帽皮具店;服装鞋帽皮具店, 116.406308,39.917223, 116.412550,39.918625, 116.418940,39.924896
曹氏通达北京商贸公司, 长青园7号鹰岛大厦3层3315, 公司企业;公司企业;公司企业, 116.417865,39.873606, 116.424090,39.874998, 116.430572,39.881111
北京曹宝存商贸, 鼓楼东大街201-2, 购物服务;专卖店;烟酒专卖店, 116.393981,39.939569, 116.400229,39.940974, 116.406593,39.947318
北京曹洪亮口腔门诊, 青年湖东里8号楼南平房, 医疗保健服务;诊所;诊所, 116.400678,39.955120, 116.406927,39.956526, 116.413312,39.962851
簋街盐焗鸡, 东直门内大街10号楼10号曹师傅卤煮附近, 餐饮服务;餐饮相关场所;餐饮相关, 116.422654,39.939330, 116.428880,39.940720, 116.435357,39.946735
大里, 鼓楼东大街小经厂胡同67号, 餐饮服务;中餐厅;中餐厅, 116.398577,39.939974, 116.404825,39.941379, 116.411193,39.947712
稻草人, 崇文门外大街18国瑞购物中心B2层, 购物服务;购物相关场所;购物相关场所, 116.413014,39.896531, 116.419247,39.897928, 116.425685,39.904115
草厂胡同, 东城区, 地名地址信息;交通地名;道路名, 116.392316,39.940710, 116.398564,39.942115, 116.404929,39.948458
稻草人, 东四南大街17号F1层, 购物服务;服装鞋帽皮具店;品牌服装店, 116.411087,39.921203, 116.417325,39.922603, 116.423734,39.928812
情忆草原, 光明路甲1号北空司令部东配楼(近龙潭东路), 餐饮服务;中餐厅;火锅店, 116.438240,39.880406, 116.444428,39.881770, 116.451025,39.887536
草园胡同, 东城区, 地名地址信息;交通地名;道路名, 116.416832,39.941143, 116.423067,39.942539, 116.429509,39.948658
灯草胡同, 东城区, 地名地址信息;交通地名;道路名, 116.413622,39.919824, 116.419858,39.921222, 116.426280,39.927393
滇客滇来, 大方家胡同8号近小牌坊胡同, 餐饮服务;中餐厅;云贵菜, 116.426222,39.918015, 116.432440,39.919400, 116.438939,39.925350
北翔凤胡同, 东城区, 地名地址信息;交通地名;道路名, 116.400359,39.896923, 116.406601,39.898326, 116.412990,39.904655
食草堂, 交道口南大街76, 购物服务;服装鞋帽皮具店;品牌皮具店, 116.402554,39.936930, 116.408800,39.938334, 116.415176,39.944641
食草堂(王府井大街), 王府井大街32号, 购物服务;服装鞋帽皮具店;品牌服装店, 116.404945,39.919140, 116.411188,39.920543, 116.417572,39.926828
柠檬草, 南锣鼓巷帽儿胡同18号(近鼓楼), 餐饮服务;中餐厅;中餐厅, 116.395056,39.934846, 116.401303,39.936251, 116.407666,39.942593
草原宾馆, 北京东城区东直门北小街南口草园胡同29号(近地铁北新桥站), 住宿服务;旅馆招待所;旅馆招待所, 116.416969,39.941257, 116.423204,39.942653, 116.429647,39.948770
香草香草云南原生态火锅, 东直门外大街42号宇飞大厦2层, 餐饮服务;中餐厅;火锅店, 116.431296,39.938935, 116.437507,39.940313, 116.444037,39.946174
草厂三条, 东城区, 地名地址信息;交通地名;道路名, 116.399975,39.893687, 116.406216,39.895090, 116.412607,39.901423
香草厨房, 交道口北三条30号101号, 餐饮服务;中餐厅;中餐厅, 116.407365,39.941944, 116.413609,39.943347, 116.420004,39.949606
北剪子巷云南米线, 北剪子巷府学胡同路口, 餐饮服务;中餐厅;云贵菜, 116.405028,39.934246, 116.411272,39.935649, 116.417654,39.941933
草厂七条, 东城区, 地名地址信息;交通地名;道路名, 116.401999,39.894644, 116.408240,39.896047, 116.414635,39.902366
草厂九条, 崇文前门大街草厂九条, 地名地址信息;交通地名;道路名, 116.402811,39.894595, 116.409052,39.895998, 116.415449,39.902310
二十八号私家菜, 戏楼胡同1号, 餐饮服务;中餐厅;中餐厅, 116.413426,39.943714, 116.419665,39.945113, 116.426090,39.951288
草厂五条, 东城区, 地名地址信息;交通地名;道路名, 116.401179,39.894755, 116.407420,39.896158, 116.413813,39.902482
芦草烤串, 中芦草园胡同6号, 餐饮服务;中餐厅;特色/地方风味餐厅, 116.399801,39.892662, 116.406042,39.894065, 116.412434,39.900399
中国烟草(安乐林路), 安乐林路10号院1-2, 购物服务;专卖店;烟酒专卖店, 116.406402,39.863660, 116.412637,39.865060, 116.419061,39.871342
草根居, 天坛南里18号楼, 餐饮服务;中餐厅;四川菜(川菜), 116.395520,39.872869, 116.401760,39.874271, 116.408159,39.880625
草厂北巷, 东城区, 地名地址信息;交通地名;道路名, 116.390971,39.941350, 116.397219,39.942755, 116.403586,39.949095
西草市街, 东城区, 地名地址信息;交通地名;道路名, 116.392706,39.887704, 116.398947,39.889107, 116.405338,39.895459
朴道草堂, 帽儿胡同4, 餐饮服务;咖啡厅;咖啡厅, 116.396499,39.934864, 116.402746,39.936269, 116.409110,39.942608
草厂二条, 东城区, 地名地址信息;交通地名;道路名, 116.399622,39.894705, 116.405864,39.896108, 116.412254,39.902442
四叶草, 鼓楼东大街192号, 购物服务;服装鞋帽皮具店;服装鞋帽皮具店, 116.393501,39.939321, 116.399749,39.940726, 116.406113,39.947070
一花一叶咖啡&私家小厨, 弘通巷4号太姥山国际商务酒店1层, 餐饮服务;咖啡厅;咖啡厅, 116.426797,39.911143, 116.433013,39.912527, 116.439520,39.918468
西草药店, 西打磨厂街46号, 购物服务;个人用品/化妆品店;其它个人用品店, 116.403319,39.897187, 116.409560,39.898590, 116.415956,39.904897
中国烟草专卖, 永定门东街附近, 购物服务;专卖店;烟酒专卖店, 116.401404,39.872357, 116.407642,39.873759, 116.414050,39.880087
草厂头条, 东城区, 地名地址信息;交通地名;道路名, 116.399041,39.894699, 116.405283,39.896102, 116.411672,39.902439
北京市东城区烟草专卖局, 北京·商界B段, 政府机构及社会团体;政府机关;区县级政府及事业单位, 116.408125,39.895572, 116.414363,39.896972, 116.420779,39.903228
